NameMovie,EnNameMovie,Year,Rating,Runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter,Star,User_reviews,CriticReviews_Metascore
Don't F**k with Cats: Hunting an Internet Killer,,2019,Null,Null,8.0/10,52K,"1,887",Documentary,A group of online justice seekers track down a guy who posted a video of himself killing kittens.,Deanna Thompson,Null,Null,,
Our Planet,,2019,Null,Null,9.3/10,42K,"2,538",Documentary,"Documentary series focusing on the breadth of the diversity of habitats around the world, from the remote Arctic wilderness and mysterious deep oceans to the vast landscapes of Africa and diverse jungles of South America.",David Attenborough,Null,Null,,
Lễ Hội Đẫm Máu,Midsommar,2019,R,2h 28m,7.1/10,297K,83,Drama,A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,Ari Aster,Ari Aster,Jack Reynor,3.7K,440 72
Gã Hề Ma Quái 2,It Chapter Two,2019,C18,2h 49m,6.5/10,254K,202,Drama,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",Andy Muschietti,Stephen King,Jessica Chastain,2.4K,447 58
Dora và Thành Phố Vàng Mất Tích,Dora and the Lost City of Gold,2019,P,1h 42m,6.1/10,31K,"2,744",Action,"Dora, a teenage explorer, leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.",James Bobin,Nicholas Stoller,Tom Wheeler,324,137 63
Những Chú Mèo,Cats,2019,P,1h 50m,2.8/10,51K,"1,574",Comedy,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,Tom Hooper,Lee Hall,Andrew Lloyd Webber,2.1K,253 32
Ánh Sáng Tăm Tối,The Lighthouse,2019,R,1h 49m,7.4/10,208K,504,Drama,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,Robert Eggers,Robert Eggers,Robert Pattinson,1.5K,443 83
Trò Chơi Kỳ Ảo: Thăng Cấp,Jumanji: The Next Level,2019,C13,2h 3m,6.7/10,243K,738,Action,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",Jake Kasdan,Jake Kasdan,Scott Rosenberg,1K,253 58
Doctor Sleep: Ký Ức Kinh Hoàng,Doctor Sleep,2019,C18,2h 32m,7.3/10,187K,706,Drama,"Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal.",Mike Flanagan,Mike Flanagan,Ewan McGregor,1.7K,383 59
Shazam!,,2019,C13,2h 12m,7.0/10,325K,723,Action,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,David F. Sandberg,Henry Gayden,Bill Parker,2.1K,398 71
Trận Chiến Midway,Midway,2019,C16,2h 18m,6.7/10,84K,"1,656",Action,"The story of the Battle of Midway, told by the leaders and the sailors who fought it.",Roland Emmerich,Wes Tooke,Patrick Wilson,1.2K,189 47
Tiền Đồn,The Outpost,2019,R,2h 3m,6.8/10,33K,"1,839",Action,A small team of U.S. soldiers battles against hundreds of Taliban fighters in Afghanistan.,Rod Lurie,Paul Tamasy,Jake Tapper,342,89 71
Giáo Sư Và Kẻ Điên,The Professor and the Madman,2019,Not Rated,2h 4m,7.2/10,45K,"4,279",Biography,"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid-19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",Farhad Safinia,Todd Komarnicki,Simon Winchester,470,73 27
The Report,,2019,R,1h 59m,7.2/10,43K,"3,403",Biography,"Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets.",Scott Z. Burns,Scott Z. Burns,Annette Bening,206,169 66
Chúng Ta,Us,2019,C18,1h 56m,6.8/10,281K,85,Horror,A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.,Jordan Peele,Jordan Peele,Winston Duke,3.4K,560 81
Trò Chơi Đêm Tân Hôn,Ready or Not,2019,R,1h 35m,6.8/10,145K,671,Action,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.,Matt Bettinelli-Olpin,Tyler Gillett,R. Christopher Murphy,1.1K,366 64
Đứa Con Của Bóng Tối,Brightburn,2019,(Banned),1h 30m,6.1/10,97K,"1,231",Drama,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",David Yarovesky,Brian Gunn,Elizabeth Banks,1.3K,284 44
Hố Sâu Đói Khát,El hoyo,2019,C18,1h 34m,7.0/10,214K,854,Horror,A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.,Galder Gaztelu-Urrutia,David Desola,Ivan Massagué,1.1K,189 73
Vivarium,,2019,R,1h 37m,5.8/10,57K,"1,223",Horror,A young couple looking for the perfect home find themselves trapped in a mysterious labyrinth-like neighborhood of identical houses.,Lorcan Finnegan,Garret Shanley,Imogen Poots,1.2K,216 64
Ngày Hôm Qua,Yesterday,2019,C16,1h 56m,6.8/10,150K,"1,265",Comedy,A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where they never existed.,Danny Boyle,Richard Curtis,Himesh Patel,1.1K,315 55
Sound of Metal,,2019,R,2h,7.7/10,122K,"1,894",Drama,A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,Darius Marder,Darius Marder,Derek Cianfrance,585,272 82
Điệp Viên Ẩn Danh,Spies in Disguise,2019,P,1h 42m,6.8/10,48K,"4,400",Animation,"When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.",Nick Bruno,Troy Quane,Cindy Davis,253,132 54
Phim Lego 2,The Lego Movie 2: The Second Part,2019,P,1h 47m,6.6/10,65K,"3,928",Animation,"It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.",Mike Mitchell,Phil Lord,Matthew Fogel,428,239 65
Ich war noch niemals in New York,,2019,Null,Null,5.5/10,487,,Comedy,"Maria, the mother of television presenter Lisa Wartberg, has an accident with memory loss. All she can remember is that she has never been to New York. Without further ado, the elderly woman smuggles herself aboard a cruise ship.",Philipp Stölzl,Null,Null,,
Make Up,,2019,TV-MA,1h 26m,5.9/10,1.5K,788,Drama,"On a remote holiday park in Cornwall, a young woman is drawn into a mysterious obsession when she suspects her boyfriend has cheated on her.",Claire Oakley,Claire Oakley,Joseph Quinn,36,29 81
Những Người Phụ Nữ Bé Nhỏ,Little Women,2019,C13,2h 15m,7.8/10,196K,154,Drama,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",Greta Gerwig,Greta Gerwig,Saoirse Ronan,1.1K,360 91
After,,2019,PG-13,1h 45m,5.2/10,53K,244,Drama,A young woman falls for a guy with a dark secret and the two embark on a rocky relationship. Based on the novel by Anna Todd.,Jenny Gage,Susan McMartin,Jenny Gage,940,76 30
Tu Viện Downton,Downton Abbey,2019,PG,2h 2m,7.4/10,55K,685,Drama,"The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early twentieth century.",Michael Engler,Julian Fellowes,Michael Fox,498,186 64
Lucy Trên Bầu Trời,Lucy in the Sky,2019,R,2h 4m,4.9/10,7.8K,"2,118",Drama,"Astronaut Lucy Cola returns to Earth after a transcendent experience during a mission to space, and begins to lose touch with reality in a world that now seems too small.",Noah Hawley,Brian C. Brown,Noah Hawley,137,78 36
Mr. Malcolm's List,,2019,Null,Null,7.4/10,186,,Short,"A young woman courts a mysterious wealthy suitor in 1800s England, unaware of his unattainable list of conditions for a future wife.",Emma Holly Jones,Null,Null,,
How to Be Alone,,2019,Null,Null,6.0/10,363,,Short,"How To Be Alone follows Lucy, as she struggles to survive an increasingly bizarre and horrifying night. Lucy most secret fears begin to manifest and attack her, she must fight for control of her mind, and ultimately her life.",Kate Trefry,Null,Null,,
Battle at Big Rock,,2019,Not Rated,10m,6.9/10,3.1K,,Short,"A family on a camping trip to Big Rock National Park, about 20 miles from where Fallen Kingdom has ended, take part in the first major confrontation between dinosaurs and humans.",Colin Trevorrow,Emily Carmichael,Michael Crichton,,
Entering Red,,2019,Null,Null,5.9/10,464,,Short,A woman walks into a bar and is sold the life of her dreams.,Matteo Garrone,Null,Null,,
Waves,,2019,R,2h 15m,7.5/10,25K,"3,185",Drama,"Traces the journey of a suburban family - led by a well-intentioned but domineering father - as they navigate love, forgiveness, and coming together in the aftermath of a loss.",Trey Edward Shults,Trey Edward Shults,Lucas Hedges,197,159 80
Cuộc Đời Phi Thường Của Chú Chó Enzo,The Art of Racing in the Rain,2019,P,1h 49m,7.5/10,31K,"4,152",Comedy,"Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.",Simon Curtis,Mark Bomback,Kevin Costner,357,76 43
Bí Mật Che Giấu,Official Secrets,2019,R,1h 52m,7.3/10,47K,"2,757",Biography,The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion of Iraq.,Gavin Hood,Sara Bernstein,Gavin Hood,254,150 63
Một Đời Ẩn Giấu,A Hidden Life,2019,PG-13,2h 54m,7.3/10,24K,"4,187",Biography,"The Austrian Franz Jägerstätter, a conscientious objector, refuses to fight for the Nazis in World War II.",Terrence Malick,Terrence Malick,Valerie Pachner,258,235 78
Sau Thế Chiến,The Aftermath,2019,R,1h 48m,6.3/10,21K,"4,632",Drama,"Post World War II, a British colonel and his wife are assigned to live in Hamburg during the post-war reconstruction, but tensions arise with the German who previously owned the house.",James Kent,Joe Shrapnel,Rhidian Brook,161,114 43
Nhà Văn Tolkien,Tolkien,2019,PG-13,1h 52m,6.8/10,40K,"4,049",Biography,"The formative years of the orphaned author J.R.R. Tolkien as he finds friendship, love and artistic inspiration among a group of fellow outcasts at school.",Dome Karukoski,David Gleeson,Nicholas Hoult,263,164 48
True History of the Kelly Gang,,2019,R,2h 4m,6.0/10,11K,"4,277",Biography,Australian bushranger Ned Kelly and his gang flee from authorities during the 1870s.,Justin Kurzel,Shaun Grant,George MacKay,237,140 75
The Kid,,2019,R,1h 40m,5.9/10,8.5K,,Biography,The story of a young boy who witnesses Billy the Kid's encounter with Sheriff Pat Garrett.,Vincent D'Onofrio,Vincent D'Onofrio,Jake Schur,137,36 51
Out of the Wild,,2019,Not Rated,1h 38m,6.5/10,479,,Drama,"Out of the Wild is the story of Henry McBride, a down and out cowboy with a painful past he can't drink away. Living on his last dollar with nowhere to go, he ends up working the last place an old cowboy wants to be: A dude ranch. It is here he meets the owner, Jessie King, a no-nonsense rancher with a deep love for horses. McBride's self-discovery begins when she int... Read all",Paul Krizan,Mark Rashid,Jean Louisa Kelly,,
Malnazidos,,2020,TV-MA,1h 41m,5.7/10,2.6K,139,Action,"Months after bloody combats leave behind thousands of dead in the trenches. Jan Lozano, Captain of the Fifth Brigade has fallen prisoner by an opponent's platoon along with a young driver while carrying out a mission that has been entrusted to him. The possibility of dying executed will soon be overtaken when a new unknown enemy arises. Both rival sides must unite and... Read all",Alberto de Toro,Javier Ruiz Caldera,Cristian Conti,,
Tenet,,2020,C16,2h 30m,7.3/10,478K,122,Action,"Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",Christopher Nolan,Christopher Nolan,Robert Pattinson,5.4K,513 69
Enola Holmes,,2020,C13,2h 3m,6.6/10,166K,178,Action,"When Enola Holmes-Sherlock's teen sister-discovers her mother is missing, she sets off to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious young Lord.",Harry Bradbeer,Jack Thorne,Arthur Conan Doyle,1.6K,223 68
Spree,,2020,Not Rated,1h 33m,5.9/10,12K,325,Action,"Thirsty for a following, Kurt Kunkle is a rideshare driver who has figured out a deadly plan to go viral.",Eugene Kotlyarenko,Eugene Kotlyarenko,Joe Keery,204,68 42
Birds of Prey: Cuộc Lột Xác Huy Hoàng Của Harley Quinn,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,C18,1h 49m,6.0/10,232K,484,Action,"After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord.",Cathy Yan,Christina Hodson,Bruce Timm,2.6K,413 60
Nhím Sonic,Sonic the Hedgehog,2020,P,1h 39m,6.5/10,135K,568,Action,"After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him.",Jeff Fowler,Pat Casey,Ben Schwartz,1.4K,283 47
Cuộc Sống Nhiệm Màu,Soul,2020,P,1h 40m,8.0/10,316K,"1,031",Animation,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",Pete Docter,Kemp Powers,Mike Jones,1.8K,351 83
Truy Tìm Phép Thuật,Onward,2020,P,1h 42m,7.4/10,145K,"2,374",Animation,Two elven brothers embark on a quest to bring their father back for one day.,Dan Scanlon,Dan Scanlon,Jason Headley,796,329 61
Gia Đình Croods 2: Kỷ Nguyên Mới,The Croods: A New Age,2020,P,1h 35m,6.9/10,42K,"2,156",Animation,"The prehistoric family the Croods are challenged by a rival family the Bettermans, who claim to be better and more evolved.",Joel Crawford,Kevin Hageman,Paul Fisher,295,108 56
Thanh Gươm Diệt Quỷ: Chuyến Tàu Vô Tận,Kimetsu no Yaiba: Mugen Ressha-Hen,2020,C13,1h 57m,8.2/10,54K,"2,695",Animation,"After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.",Haruo Sotozaki,Koyoharu Gotouge,Akari Kitô,378,47 72
Quỷ Lùn Tinh Nghịch 2: Chuyến Lưu Diễn Thế Giới,Trolls World Tour,2020,P,1h 31m,6.1/10,23K,"2,890",Animation,"When the Queen of the Hard Rock Trolls tries to take over all the Troll kingdoms, Queen Poppy and her friends try different ways to save all the Trolls.",Walt Dohrn,David P. Smith,Glenn Berger,301,121 51
Anh Hùng Hamilton,Hamilton,2020,PG-13,2h 40m,8.3/10,90K,562,Biography,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",Thomas Kail,Lin-Manuel Miranda,Lin-Manuel Miranda,712,106 90
The Duke,,2020,R,1h 35m,6.9/10,6.1K,"2,322",Biography,"In 1961, Kempton Bunton, a 60 year old taxi driver, steals Goya's portrait of the Duke of Wellington from the National Gallery in London.",Roger Michell,Richard Bean,Jim Broadbent,79,94 74
Chuyên Gia Tài Chính,The Banker,2020,C13,2h,7.3/10,28K,"2,566",Biography,In the 1960s two African-American entrepreneurs hire a working-class white man to pretend to be the head of their business empire while they pose as a janitor and chauffeur.,George Nolfi,Niceole R. Levy,David Lewis Smith,186,49 59
Ông Vua Đảo Staten,The King of Staten Island,2020,R,2h 16m,7.1/10,65K,205,Comedy,Scott has been a case of arrested development since his firefighter dad died. He spends his days smoking weed and dreaming of being a tattoo artist until events force him to grapple with his grief and take his first steps forward in life.,Judd Apatow,Judd Apatow,Dave Sirus,543,187 67
Emma.,,2020,PG,2h 4m,6.7/10,51K,297,Comedy,"In 1800s England, a well meaning but selfish young woman meddles in the love lives of her friends.",Autumn de Wilde,Eleanor Catton,Anya Taylor-Joy,535,210 71
Cô Gái Trẻ Hứa Hẹn,Promising Young Woman,2020,C18,1h 53m,7.5/10,165K,483,Crime,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",Emerald Fennell,Emerald Fennell,Bo Burnham,1.1K,755 73
Vùng Đất Bị Ruồng Bỏ,The Devil All the Time,2020,C18,2h 18m,7.1/10,131K,545,Crime,Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.,Antonio Campos,Antonio Campos,Donald Ray Pollock,1K,205 55
The Last Dance,,2020,Null,Null,9.1/10,116K,880,Documentary,"Charting the rise of the 1990s Chicago Bulls, led by Michael Jordan, one of the most notable dynasties in sports history.",Michael Jordan,Null,Null,,
My Octopus Teacher,,2020,TV-G,1h 25m,8.1/10,53K,"4,190",Documentary,"A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.",Pippa Ehrlich,James Reed,James Reed,639,59 82
Rise of Empires: Ottoman,,2020,Null,Null,7.9/10,23K,"2,319",Documentary,Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.,Cem Yigit Uzümoglu,Null,Null,,
Song Đề Xã Hội,The Social Dilemma,2020,C13,1h 34m,7.6/10,81K,,Documentary,"Explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",Jeff Orlowski-Yang,Vickie Curtis,Jeff Orlowski-Yang,621,86 78
American Murder: The Family Next Door,,2020,TV-MA,1h 23m,7.2/10,27K,"4,793",Documentary,"In 2018, 34-year-old Shanann Watts and her two young daughters disappear in Colorado. With the heartbreaking details emerging, the family's story made headlines around the world.",Jenny Popplewell,Nickole Atkinson,Luke Epple,197,32 67
365 Ngày,365 dni,2020,C18,1h 54m,3.3/10,85K,52,Drama,"Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.",Barbara Bialowas,Tomasz Mandes,Tomasz Mandes,,
Nữ Thần Chiến Binh 1984,Wonder Woman 1984,2020,C13,2h 31m,5.4/10,259K,726,Action,"Diana must contend with a work colleague and businessman, whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing.",Patty Jenkins,Patty Jenkins,Dave Callaham,7.4K,408 60
Palm Springs: Mở Mắt Thấy Hôm Qua,Palm Springs,2020,C18,1h 30m,7.4/10,153K,"1,037",Comedy,"Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again.",Max Barbakow,Andy Siara,Andy Samberg,660,244 83
The Courier,,2020,PG-13,1h 52m,7.1/10,58K,"1,509",Drama,Businessman Greville Wynne is asked by a Russian source to try to help put an end to the Cuban Missile Crisis.,Dominic Cooke,Tom O'Connor,Merab Ninidze,352,161 65
Phiên Tòa Chicago 7,The Trial of the Chicago 7,2020,C18,2h 9m,7.7/10,174K,"1,760",Drama,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",Aaron Sorkin,Aaron Sorkin,Alex Sharp,671,304 76
Chiến Hạm Thủ Lĩnh,Greyhound,2020,C13,1h 31m,7.0/10,95K,"1,756",Action,"Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack.",Aaron Schneider,Tom Hanks,Tom Hanks,914,183 64
Aida Và Cuộc Đàm Phán Sinh Tử,"Quo vadis, Aida?",2020,Approved,1h 41m,8.0/10,33K,"4,976",Drama,"Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp.",Jasmila Zbanic,Jasmila Zbanic,Jasna Djuricic,309,132 97
Ammonite,,2020,R,2h,6.5/10,18K,"2,704",Biography,"1840s England, acclaimed but overlooked fossil hunter Mary Anning and a young woman sent to convalesce by the sea develop an intense relationship, altering both of their lives forever.",Francis Lee,Francis Lee,Saoirse Ronan,192,163 72
Vùng Đất Câm Lặng Phần II,A Quiet Place Part II,2020,C16,1h 37m,7.2/10,216K,447,Drama,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path.",John Krasinski,John Krasinski,Scott Beck,1.7K,389 71
Kẻ Săn Mồi Đáy Biển,Underwater,2020,C16,1h 35m,5.8/10,81K,417,Action,A crew of oceanic researchers working for a deep sea drilling company try to get to safety after a mysterious earthquake devastates their deepwater research and drilling facility located at the bottom of the Mariana Trench.,William Eubank,Brian Duffield,Kristen Stewart,1.1K,266 48
Cuộc Săn Lùng,The Hunt,2020,R,1h 30m,6.5/10,110K,614,Action,"Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt.",Craig Zobel,Nick Cuse,Betty Gilpin,1.2K,289 50
The Empty Man,,2020,R,2h 17m,6.2/10,27K,"1,565",Horror,"On the trail of a missing girl, an ex-cop comes across a secretive group attempting to summon a terrifying supernatural entity.",David Prior,David Prior,James Badge Dale,,
The Night House,,2020,R,1h 47m,6.5/10,48K,"1,066",Horror,A widow begins to uncover her recently deceased husband's disturbing secrets.,David Bruckner,Ben Collins,Rebecca Hall,548,188 68
Kẻ Vô Hình,The Invisible Man,2020,C18,2h 4m,7.1/10,221K,870,Drama,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",Leigh Whannell,Leigh Whannell,Elisabeth Moss,2K,473 72
Dị Nhân Thế Hệ Mới,The New Mutants,2020,C16,1h 34m,5.3/10,77K,"1,259",Action,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",Josh Boone,Josh Boone,Maisie Williams,1.3K,203 43
Bill & Ted Giải Cứu Thế Giới,Bill & Ted Face the Music,2020,C13,1h 31m,5.9/10,46K,"1,392",Adventure,"Once told they'd save the universe during a time-traveling adventure, 2 would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song and fulfill their destiny.",Dean Parisot,Chris Matheson,Keanu Reeves,971,205 65
Đỉnh Cao Sự Nghiệp,The High Note,2020,PG-13,1h 53m,6.4/10,11K,"1,829",Drama,A superstar singer and her overworked personal assistant are presented with a choice that could alter the course of their respective careers.,Nisha Ganatra,Flora Greeson,Tracee Ellis Ross,170,128 58
Grizzly II: The Predator,,2020,Not Rated,1h 14m,2.8/10,1.3K,"3,857",Horror,"All hell breaks loose when a giant Grizzly, reacting to the slaughter of Grizzlies by poachers, attacks at a massive big-band rock concert in the National Park.",André Szöts,Joan McCall,George Clooney,41,35 7
Dinner in America,,2020,Null,Null,7.2/10,2.9K,,Comedy,An on-the-lam punk rocker and a young woman obsessed with his band unexpectedly fall in love and go on an epic journey together through America's decaying Midwestern suburbs.,Adam Rehmeier,Null,Null,35,63 80
Vì Anh Vẫn Tin,I Still Believe,2020,C13,1h 56m,6.4/10,12K,"2,980",Biography,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,Andrew Erwin,Jon Erwin,Jon Erwin,204,62 41
Cuộc Thi Ca Khúc Truyền Hình Eurovision: Câu Chuyện Về Fire Saga,Eurovision Song Contest: The Story of Fire Saga,2020,PG-13,2h 3m,6.5/10,93K,"1,762",Comedy,"When aspiring musicians Lars and Sigrit are given the opportunity to represent their country at the world's biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for.",David Dobkin,Will Ferrell,Will Ferrell,1.3K,186 50
Stargirl,,2020,PG,1h 47m,6.1/10,5.5K,"2,162",Comedy,"An unassuming high schooler finds himself inexplicably drawn to the free-spirited new girl, whose unconventional ways change how they see themselves--and each other.",Julia Hart,Kristin Hahn,Jordan Horowitz,121,35 61
The Prom: Vũ Hội Tốt Nghiệp,The Prom,2020,C13,2h 10m,5.9/10,27K,,Comedy,A troupe of hilariously self-obsessed theater stars swarm into a small conservative Indiana town in support of a high school girl who wants to take her girlfriend to the prom.,Ryan Murphy,Bob Martin,Matthew Sklar,472,137 55
Trốn Chạy,Run,2020,C16,1h 30m,6.7/10,75K,812,Mystery,A homeschooled teenager begins to suspect her mother is keeping a dark secret from her.,Aneesh Chaganty,Aneesh Chaganty,Sarah Paulson,632,167 67
The Father,,2020,PG-13,1h 37m,8.2/10,142K,148,Drama,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",Florian Zeller,Christopher Hampton,Anthony Hopkins,986,309 88
After We Collided,,2020,R,1h 45m,5.0/10,31K,467,Drama,"Based on the 2014 romance novel of the same name, this follows the love life of two young adults.",Roger Kumble,Anna Todd,Josephine Langford,543,53 14
Butcher: A Short Film,,2020,Not Rated,5m,6.8/10,469,"4,122",Short,"A short film in the world of Amazon Prime's ""The Boys"" which reveals what happened during Billy Butcher's missing couple of weeks after the events of the show's first season.",Liz Friedlander,Garth Ennis,Darick Robertson,,
Father of the Bride Part 3 (ish),,2020,Not Rated,26m,6.9/10,1.1K,"3,705",Short,"Twenty-five years after the second movie's release, the Banks family gathers for a Zoom call and a very special wedding-related announcement.",Nancy Meyers,Nancy Meyers,Kieran Culkin,,
The Stranger,,2020,Null,Null,6.3/10,1.3K,"4,120",Short,An unassuming young rideshare driver is thrown into her worst nightmare when a mysterious Hollywood Hills passenger enters her car.,Maika Monroe,Null,Null,,
Black Panther: Origins,,2020,Null,Null,5.7/10,356,,Short,"The untold story of how T'Challa, the King of Wakanda, rose to power in the isolated, technologically advanced African nation of Wakanda.",Jamin Thompson,Null,Null,,
Rules for Werewolves,,2020,Null,Null,8.0/10,44,,Short,"As teens ransack a suburban home for food and clothing, one recounts how he got there and how desperation has changed him.",Jeremy Schaulin-Rioux,Null,Null,,
Đường Trở Về,The Way Back,2020,R,1h 48m,6.7/10,46K,"3,214",Drama,"Jack Cunningham was a high school basketball phenom who walked away from the game, forfeiting his future. Years later, when he reluctantly accepts a coaching job at his alma mater, he may get one last shot at redemption.",Gavin O'Connor,Brad Ingelsby,Al Madrigal,355,163 66
Trận chiến sông Scheldt,De slag om de Schelde,2020,TV-MA,2h 4m,7.1/10,27K,"1,808",Drama,"1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Schelde. Their choices differ, but their goal is the same: freedom.",Matthijs van Heijningen Jr.,Paula van der Oest,Pauline van Mantgem,,
Shadow in the Cloud,,2020,R,1h 23m,4.9/10,26K,"3,076",Action,A female WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,Roseanne Liang,Max Landis,Chloë Grace Moretz,1K,162 66
Summerland,,2020,PG,1h 39m,7.0/10,6.9K,"4,100",Drama,"During World War II, an Englishwoman opens her heart to an evacuee after initially resolving to be rid of him in this moving journey of womanhood, love and friendship.",Jessica Swale,Jessica Swale,Gugu Mbatha-Raw,109,84 56
5 Chiến Hữu,Da 5 Bloods,2020,C18,2h 34m,6.5/10,51K,"4,323",Adventure,Four African-American vets battle the forces of man and nature when they return to Vietnam seeking the remains of their fallen squad leader and the gold fortune he helped them hide.,Spike Lee,Danny Bilson,Kevin Willmott,856,262 82
Tiếng Gọi Nơi Hoang Dã,The Call of the Wild,2020,P,1h 40m,6.7/10,48K,"2,540",Adventure,A sled dog struggles for survival in the wilds of the Yukon.,Chris Sanders,Michael Green,Egerton Ryerson Young,554,178 48
Chuyến Đi Định Mệnh,News of the World,2020,PG-13,1h 58m,6.8/10,85K,"2,542",Action,"A Civil War veteran agrees to deliver a girl, taken by the Kiowa people years ago, to her aunt and uncle, against her will. They travel hundreds of miles and face grave dangers as they search for a place that either can call home.",Paul Greengrass,Paul Greengrass,Paulette Jiles,698,238 73
Người Nhện: Không Còn Nhà,Spider-Man: No Way Home,2021,C13,2h 28m,8.3/10,687K,20,Action,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.",Jon Watts,Chris McKenna,Stan Lee,6K,397 71
